Select,+,Result #,X,1,2,3,4,5,Document ID,Date Published,Family ID,Pages,Title,CPCI,CPCA,Inventor,Assignee,Application Number,Filing Date,Primary Examiner,Assistant Examiner,OR,XREF,Applicant Name,Notes,Notes/Tagged,Relevancy,C,Patent Number,Kind Code,Source,norm_number,target_xml,reason
checked,3,1186,,,,,,,US 20080209078 A1,2008-08-28,39717213,24,AUTOMATED CONSTRUCTION AND DEPLOYMENT OF COMPLEX EVENT PROCESSING APPLICATIONS AND BUSINESS ACTIVITY MONITORING DASHBOARDS,G06Q10/00,,Bates; John et al.,,12/025586,2008-02-04,,,710/10,,,,,12.266653,,20080209078,A1,US-PGPUB,20080209078,,no_file_in_range
checked,,1188,,,,,,,US 20120291008 A1,2012-11-15,39717213,24,AUTOMATED CONSTRUCTION AND DEPLOYMENT OF COMPLEX EVENT PROCESSING APPLICATIONS AND BUSINESS ACTIVITY MONITORING DASHBOARDS,G06Q10/00,,BATES; John et al.,PROGRESS SOFTWARE CORPORATION,13/558222,2012-07-25,,,717/106,,,,,12.266653,,20120291008,A1,US-PGPUB,20120291008,,no_file_in_range
checked,1,1190,,,,,,,US 20080195253 A1,2008-08-14,39571785,16,ROBOT FOR CLEANING WALL/WINDOW,A47L1/02;B62D57/024,A47L2201/04;A47L2201/00,KIM; Yong Wook,,12/025166,2008-02-04,,,15/50.1,15/103;700/245;901/1;901/30;901/40;901/46,,,,16.9821,,20080195253,A1,US-PGPUB,20080195253,,no_file_in_range
checked,1,1192,,,,,,,US 20080130850 A1,2008-06-05,39468301,23,Method and system for monitoring traffic revenue flows for communications companies,H04M15/51;H04M15/41;H04M15/73;H04M15/70;H04M15/81;H04M15/52;H04M15/00;G06Q30/04;H04M15/44;G06Q10/10;H04M15/58;H04M15/43;H04M15/735,H04M2215/0188;H04M2215/7081;H04M2215/70;H04M2215/54;H04M2215/0104;H04M2215/7072;H04M2215/0112;H04M2215/0164,Bencheqroun; Mehdi et al.,,11/606035,2006-11-30,,,379/114.04,,,,,16.770329,,20080130850,A1,US-PGPUB,20080130850,,no_file_in_range
checked,,1194,,,,,,,US 20080114673 A1,2008-05-15,39370353,33,Internet-based mortgage analysis and savings account implementation and management network,G06Q40/02;G06Q40/03,,Targett; Richard et al.,,11/599158,2006-11-14,,,705/38,,,,,7.9469333,,20080114673,A1,US-PGPUB,20080114673,,no_file_in_range
checked,1,1195,,,,,,,US 20080022564 A1,2008-01-31,38461420,13,Off-fall control for a trenching operation,E02F9/264;E02F5/02,,Koch; Roger D. et al.,Caterpillar Inc.,11/495554,2006-07-31,,,37/348,,,,,21.387724,,20080022564,A1,US-PGPUB,20080022564,,no_file_in_range
checked,,1197,,,,,,,US 20080016017 A1,2008-01-17,38950425,12,Method for distributed autonomic learning and problem awareness and recovery over a pub/sub infrastructure,G06N5/02;G06N20/00,,Biazetti; Ana Claudia et al.,International Business Machines Corporation,11/483661,2006-07-11,,,706/45,,,,,10.805265,,20080016017,A1,US-PGPUB,20080016017,,no_file_in_range
checked,,1198,,,,,,,US 20070288269 A1,2007-12-13,38656021,37,System and method for automated management of replacement building projects in a disaster relief area,G06Q50/08;G06Q10/10;G06Q40/08,,McLemore; Robert Vernon et al.,"HouseRaising, Inc.",11/729022,2007-03-28,,,705/4,,,,,17.242496,,20070288269,A1,US-PGPUB,20070288269,,no_file_in_range
checked,,1199,,,,,,,US 20070271877 A1,2007-11-29,34803321,10,"Device and Method for Casing, Extracting and Dosing Fibres in Concrete or Mortar",B28C7/0418;B28C5/402;E04C5/076;B65B9/067;B28C7/064,,Sebille; Jean,,10/589172,2005-02-14,,,53/450,366/8,,,,20.195824,,20070271877,A1,US-PGPUB,20070271877,,no_file_in_range
checked,1,1200,,,,,,,US 20070241878 A1,2007-10-18,38229692,18,Technician Communications for Automated Building Protection Systems,G08B25/14;G08B25/009;G08B29/22,,Jobe; Michael L. et al.,,11/425901,2006-06-22,,,340/506,340/539.1;340/5.7;340/13.25,,,,14.539979,,20070241878,A1,US-PGPUB,20070241878,,no_file_in_range
checked,,1202,,,,,,,US 20070214584 A1,2007-09-20,38516201,17,System and method for aligning passenger boarding bridges,B64F1/3055;B64F1/002,,Hutton; Neil,DEW Engineering and Development Limited,11/373977,2006-03-14,,,14/71.5,,,,,20.492609,,20070214584,A1,US-PGPUB,20070214584,,no_file_in_range
checked,1,1203,,,,,,,US 20070174103 A1,2007-07-26,38286637,20,Automated tool for monitoring archaeological sites (ATMAS.TM.),G06Q10/06;G06Q10/04;G06Q10/087,,Hargrave; Michael L. et al.,,11/340819,2006-01-24,,,702/127,,,,,20.286324,,20070174103,A1,US-PGPUB,20070174103,,no_file_in_range
checked,1,1205,,,,,,,US 20070093991 A1,2007-04-26,37986350,15,Initialization of a sensor for minitoring the structural integrity of a building,H04L67/125;G08B25/003;G08B21/20;G08B25/009;G08B25/10;G08B29/22,,Hoogenboom; Christopher L.,,11/254953,2005-10-20,,,702/188,370/254;340/502;709/222,,,,16.15803,,20070093991,A1,US-PGPUB,20070093991,,no_file_in_range
checked,,1207,,,,,,,US 20070035255 A1,2007-02-15,37327568,10,LED strobe for hazard protection systems,G08B7/06;G08B5/38,,Shuster; James et al.,,11/407792,2006-04-20,,,315/200R,,,,,13.971523,,20070035255,A1,US-PGPUB,20070035255,,no_file_in_range
checked,,1208,,,,,,,US 20060287783 A1,2006-12-21,37574470,76,"Automated accounting system that values, controls, records and bills the uses of equipment/vehicles for society",H04Q9/00;G06Q30/02,,Walker; Richard C.,Kline & Walker LLC,11/439238,2006-05-24,,,701/31.4,,,,,9.479791,,20060287783,A1,US-PGPUB,20060287783,,no_file_in_range
checked,3,1209,,,,,,,US 20060237649 A1,2006-10-26,37185895,10,High radiation environment tunnel monitoring system and method,G01T7/00;G01T1/185,,Gates; Tell A. et al.,,11/385648,2006-03-22,,,250/338.1,,,,,25.94291,,20060237649,A1,US-PGPUB,20060237649,,no_file_in_range
checked,,1211,,,,,,,US 20110174982 A1,2011-07-21,37185895,10,High radiation environment tunnel monitoring system and method,G01T7/00;G01T1/185,,Gates; Tell A. et al.,,12/320619,2009-01-30,,,250/394,,,,,25.94291,,20110174982,A1,US-PGPUB,20110174982,,no_file_in_range
checked,1,1213,,,,,,,US 20060235554 A1,2006-10-19,37109585,7,Automated job management,G06Q10/10,,Ellis; Ray et al.,,11/107508,2005-04-15,,,700/96,,,,,13.032461,,20060235554,A1,US-PGPUB,20060235554,,no_file_in_range
checked,1,1215,,,,,,,US 20060217934 A1,2006-09-28,37036268,14,"Devices and systems for remote and automated monitoring and control of water removal, mold remediation, and similar work",G08B21/20;G05D22/02,F24F11/52;F24F11/56;E04B1/7007,Armstrong; Jay T.,,11/073172,2005-03-05,,,702/188,,,,,16.319653,,20060217934,A1,US-PGPUB,20060217934,,no_file_in_range
checked,1,1217,,,,,,,US 20060208912 A1,2006-09-21,37009736,10,Automated system to monitor multiple sources of water leaks in residential and commercial buildings,G08B21/20;G08B5/18;G08B25/14,Y10T137/5762,Fiorletta; Carl A. et al.,,11/078875,2005-03-14,,,340/605,340/525,,,,10.875294,,20060208912,A1,US-PGPUB,20060208912,,no_file_in_range
checked,,1219,,,,,,,US 20060174302 A1,2006-08-03,36758185,10,Automated remote monitoring system for construction sites,H04N7/18,,Mattern; Bryan et al.,,11/048496,2005-02-01,,,725/105,348/143;348/E7.085,,,,22.4273,,20060174302,A1,US-PGPUB,20060174302,,no_file_in_range
checked,,1221,,,,,,,US 20060277299 A1,2006-12-07,36659240,17,Arrangement for automated fault detection and fault resolution of a network device,H04L41/064;G06F11/0709,G06F11/079,Baekelmans; John et al.,,11/441060,2006-05-26,,,709/224,,,,,13.298323,,20060277299,A1,US-PGPUB,20060277299,,no_file_in_range
checked,1,1223,,,,,,,US 20060142880 A1,2006-06-29,36612831,14,Messaging system based building control,G05B15/02;G05B19/042,G05B2219/25168,Deen; Damon M. et al.,,11/302777,2005-12-14,,,700/19,700/20,,,,11.941038,,20060142880,A1,US-PGPUB,20060142880,,no_file_in_range
checked,6,1226,,,,,,,US 20060123022 A1,2006-06-08,31500196,23,Automated application discovery and analysis system and method,G06Q10/063;G06Q10/06375;G06Q10/0635;G06F16/287;G06F16/289,,Bird; Stephen Anthony,"Intotality Pty Ltd, Australia",11/224494,2005-09-12,,,1/1,707/999.1,,,,14.362218,,20060123022,A1,US-PGPUB,20060123022,,no_file_in_range
checked,,1228,,,,,,,US 20100094911 A1,2010-04-15,31500196,22,Automated Application Discovery And Analysis System And Method,G06F16/287;G06F16/289;G06Q10/06375;G06Q10/063;G06Q10/0635,,Bird; Stephen Anthony,,12/638654,2009-12-15,,,707/802,707/E17.009,,,,14.362218,,20100094911,A1,US-PGPUB,20100094911,,no_file_in_range
checked,,1230,,,,,,,US 20110295633 A1,2011-12-01,31500196,22,AUTOMATED APPLICATION DISCOVERY AND ANALYSIS SYSTEM AND METHOD,G06F16/289;G06F16/287;G06Q10/06375;G06Q10/0635;G06Q10/063,,Bird; Stephen Anthony,,13/197519,2011-08-03,,,705/7.11,,,,,14.108961,,20110295633,A1,US-PGPUB,20110295633,,no_file_in_range
checked,,1233,,,,,,,US 20060048800 A1,2006-03-09,35994983,65,Automated building exterior cleaning apparatus,A47L1/02;B08B3/04;E04G23/002;G05D1/0274;G06F1/3265;H02S10/40;H02S20/30;H02S30/20;H02S40/38,G05D1/0246;G05D1/0278;Y02B10/10;Y02D10/00;Y02E10/50;Y02E70/30,Rast; Rodger H. et al.,,11/222610,2005-09-09,,,134/56R,134/172,,,,23.352715,,20060048800,A1,US-PGPUB,20060048800,,no_file_in_range
checked,,1234,,,,,,,US 20060053094 A1,2006-03-09,35997396,9,Automated information technology infrastructure management,G06F11/3466,G06F2201/81,Ravi; Prasad V. et al.,,10/934660,2004-09-03,,,1/1,707/999.003,,,,22.00061,,20060053094,A1,US-PGPUB,20060053094,,no_file_in_range
checked,1,1235,,,,,,,US 20050259664 A1,2005-11-24,35375081,12,Reoptimization triggering by path computation elements,H04L45/44;H04L45/125;H04L47/825;H04L47/822;H04L45/50;H04L47/762;H04L47/125;H04L45/70;H04L45/12;H04L45/04;H04L45/42,,"Vasseur, Jean Philippe  et al.","CISCO TECHNOLOGY, INC.",10/848744,2004-05-19,,,370/395.52,,,,,12.252704,,20050259664,A1,US-PGPUB,20050259664,,no_file_in_range
checked,1,1237,,,,,,,US 20050246686 A1,2005-11-03,35188528,42,Rules framework for definition and execution of end-user rules logic,G06N5/046,,"Seshadri, Praveen  et al.",Microsoft Corporation,10/903765,2004-07-30,,,717/117,,,,,9.694065,,20050246686,A1,US-PGPUB,20050246686,,no_file_in_range
checked,,1239,,,,,,,US 20050204787 A1,2005-09-22,34984732,6,Hotel in-room safe automated control and communication system,G07C9/00912;G07C9/00904;E05G1/10,Y10T70/7102,"Ernst, Nick  et al.",,11/078134,2005-03-11,,,70/278.7,340/5.33;340/568.1,,,,10.807164,,20050204787,A1,US-PGPUB,20050204787,,no_file_in_range
checked,,1240,,,,,,,US 20050114025 A1,2005-05-26,3948095,4,"External control over aircrafts manoeuvres of aircrafts, maritime and motor vehicles and/or railway",G08G5/26;B64D45/0015;B64D45/0031;B64D45/0034;G08G5/22;G08G5/55;G08G5/59,G01S13/04;G08G5/59,"Brant, Celso Sobrinho  et al.",,10/494382,2004-10-27,,,701/301,342/29,,,,13.337636,,20050114025,A1,US-PGPUB,20050114025,,no_file_in_range
checked,,1241,,,,,,,US 20050027638 A1,2005-02-03,34104252,17,Highly automated system for managing hedge funds,G06Q40/06;G06Q40/04;G06Q40/00,,"Ng, Cannan  et al.",,10/632019,2003-07-30,,,705/37,705/35,,,,10.071405,,20050027638,A1,US-PGPUB,20050027638,,no_file_in_range
checked,1,1243,,,,,,,US 20040232054 A1,2004-11-25,33457216,12,Vehicle security inspection system,G01V5/20,,"Brown, Betty J.  et al.",,10/831109,2004-04-26,,,209/552,209/546;340/928;414/222.01;49/31,,,,16.047043,,20040232054,A1,US-PGPUB,20040232054,,no_file_in_range
checked,1,1245,,,,,,,US 20040233036 A1,2004-11-25,33490513,19,"Automated site security, monitoring and access control system",G07B15/04;G08G1/04;G08G1/017,,"Sefton, Alan K.",,10/852003,2004-05-21,,,340/521,340/932.2;340/937,,,,11.682434,,20040233036,A1,US-PGPUB,20040233036,,no_file_in_range
checked,,1247,,,,,,,US 20040133347 A1,2004-07-08,32682871,10,Automated resource management system (ARMSTM),G01C15/00,,"Britt, John T.",,10/729269,2003-12-08,,,702/1,,,,,13.75762,,20040133347,A1,US-PGPUB,20040133347,,no_file_in_range
checked,3,1248,,,,,,,US 20040113777 A1,2004-06-17,32500741,26,Security system and moving robot,G05D1/0274;G08B13/19645;G08B13/19647;G08B13/19684;G08B13/19697;G08B29/188,,"Matsuhira, Nobuto  et al.",Kabushiki Kaisha Toshiba,10/724239,2003-12-01,,,340/541,340/521,,,,16.424171,,20040113777,A1,US-PGPUB,20040113777,,no_file_in_range
checked,,1249,,,,,,,US 20060049940 A1,2006-03-09,32500741,26,Security system and moving robot,G05D1/0274;G08B13/19645;G08B13/19647;G08B13/19684;G08B13/19697;G08B29/188,,Matsuhira; Nobuto et al.,Kabushiki Kaisha Toshiba,11/262887,2005-11-01,,,340/541,,,,,16.424171,,20060049940,A1,US-PGPUB,20060049940,,no_file_in_range
checked,5,1252,,,,,,,US 20040093513 A1,2004-05-13,32229193,14,Active network defense system and method,H04L63/0442;H04L63/0254;H04L63/1416;H04L63/0263;H04L43/00;H04L63/0227;H04L63/1425,H04L43/028;H04L63/1441;H04L43/16;H04L43/0888,"Cantrell, Craig  et al.","TippingPoint Technologies, Inc.",10/291095,2002-11-07,,,726/23,726/13;709/224,,,,10.429634,,20040093513,A1,US-PGPUB,20040093513,,no_file_in_range
checked,,1253,,,,,,,US 20050028013 A1,2005-02-03,32229193,12,Active network defense system and method,H04L63/0442;H04L63/0263;H04L63/0227;H04L63/1416;H04L63/0254;H04L63/1425;H04L43/00,H04L43/0888;H04L43/028;H04L43/16;H04L63/1441,"Cantrell, Craig  et al.",,10/930922,2004-08-31,,,726/4,,,,,10.429634,,20050028013,A1,US-PGPUB,20050028013,,no_file_in_range
checked,,1254,,,,,,,US 20050044422 A1,2005-02-24,32229193,13,Active network defense system and method,H04L63/0263;H04L63/0442;H04L63/0227;H04L63/1416;H04L63/0254;H04L63/1425;H04L43/00,H04L43/16;H04L63/1441;H04L43/0888;H04L43/028,"Cantrell, Craig  et al.",,10/930392,2004-08-31,,,726/4,,,,,10.429634,,20050044422,A1,US-PGPUB,20050044422,,no_file_in_range
checked,,1258,,,,,,,US 20040076502 A1,2004-04-22,7670606,10,Large manipulator having a vibration damping capacity,E04G21/0454;E04G21/04;B66C13/18;B66C13/066;E04G21/0418;B66C23/00,,"Nissing, Dirk  et al.",,10/466035,2003-11-06,,,414/699,414/680,,,,15.94213,,20040076502,A1,US-PGPUB,20040076502,,no_file_in_range
checked,,1259,,,,,,,US 20030221118 A1,2003-11-27,29554067,102,"Automated accounting system that values, controls, records and bills the uses of equipment/vehicles for society",G06Q99/00;B60R25/08;B60R25/33;B60R25/042;B60R25/102,B60R2325/304;B60R2325/205;B60W2556/50,"Walker, Richard C.","Kline & Walker, LLC",10/401041,2003-03-28,,,713/193,,,,,9.435983,,20030221118,A1,US-PGPUB,20030221118,,no_file_in_range
checked,1,1260,,,,,,,US 20030167199 A1,2003-09-04,27803775,19,Automated workflow means and method for pension products,G06Q10/10;G06Q10/063112;G06Q40/00;G06Q40/08,,"Thomann, Karen S.  et al.",,10/086336,2002-03-01,,,705/35,,,,,11.009451,,20030167199,A1,US-PGPUB,20030167199,,no_file_in_range
checked,,1261,,,,,,,US 20080059271 A1,2008-03-06,27803775,17,AUTOMATED WORKFLOW MEANS AND METHOD FOR PENSION PRODUCTS,G06Q40/08;G06Q10/10;G06Q40/00;G06Q10/063112,,THOMANN; Karen S. et al.,"PRINCIPAL FINANCIAL SERVICES, INC.",11/770319,2007-06-28,,,705/7.14,,,,,10.877377,,20080059271,A1,US-PGPUB,20080059271,,no_file_in_range
checked,,1263,,,,,,,US 20030101111 A1,2003-05-29,25541632,32,"Intelligent apparatus, system and method for financial data computation, report remittance and funds transfer over an interactive communications network",G06Q40/02;G06Q40/123;G06Q30/06;G06Q40/12,,"Dang, Hong M.  et al.",,09/995294,2001-11-26,,,705/31,,,,,7.711916,,20030101111,A1,US-PGPUB,20030101111,,no_file_in_range
checked,1,1264,,,,,,,US 20030091409 A1,2003-05-15,23183213,26,Integrated system for tool front-end workpiece handling,H10P72/3222;H10P72/3402;H10P72/3406;H10P72/3408;H10P72/7602,Y10S414/139,"Danna, Mark  et al.",,10/194702,2002-07-12,,,414/217,,,,,11.728403,,20030091409,A1,US-PGPUB,20030091409,,no_file_in_range
checked,,1266,,,,,,,US 20030071737 A1,2003-04-17,25525698,10,Automated stormwater monitoring system and method,G01W1/14,,"Nawathe, Dilip",,09/977976,2001-10-16,,,340/616,340/602,,,,11.441152,,20030071737,A1,US-PGPUB,20030071737,,no_file_in_range
checked,1,1269,,,,,,,US 20020164236 A1,2002-11-07,18980845,13,Loading bridge for air cargo loading,B64F1/3055,,"Fukuhara, Yugo  et al.",,10/132728,2002-04-26,,,414/373,,,,,18.751373,,20020164236,A1,US-PGPUB,20020164236,,no_file_in_range
checked,1,1271,,,,,,,US 20020160688 A1,2002-10-31,26735590,31,Interactive battling robots with universal vehicle chassis,A63H30/04;A63H17/045,,"Rehkemper, Jeffrey G.  et al.","Hasbro, Inc.",10/056676,2002-01-25,,,446/454,,,,,13.322536,,20020160688,A1,US-PGPUB,20020160688,,no_file_in_range
checked,1,1273,,,,,,,US 20020139309 A1,2002-10-03,19773169,7,Construction for automatically milking animals,A01J5/0175;A01J5/007,,"van den Berg, Karel  et al.","LELY ENTERPRISES, A.G.",10/109695,2002-04-01,,,119/14.08,,,,,14.694384,,20020139309,A1,US-PGPUB,20020139309,,no_file_in_range
checked,1,1275,,,,,,,US 20020127895 A1,2002-09-12,7953980,9,Electrical apparatus including a bus conductor section,H01R9/2658;H05K7/1478,H01R9/2675,"Schnatwinkel, Michael  et al.",Weidmuller Inerface GmbH & Co.,10/084887,2002-03-01,,,439/76.1,,,,,10.017597,,20020127895,A1,US-PGPUB,20020127895,,no_file_in_range
checked,1,1277,,,,,,,US 20020113877 A1,2002-08-22,26761814,13,System and method for remote monitoring and maintenance management of vertical transportation equipment,B66B27/00,G05B2223/06,"Welch, Patrick J.",,10/079281,2002-02-20,,,348/148,,,,,14.530947,,20020113877,A1,US-PGPUB,20020113877,,no_file_in_range
checked,,1280,,,,,,,US 20020130781 A1,2002-09-19,25109092,11,Method and apparatus for moisture detection in exterior sheathing of residential and commercial buildings,F24F11/30;E04B1/70;G08B21/20;G01M3/16,Y10T137/5762;F24F2110/20,"Kroll, Richard E.  et al.",,10/060183,2002-01-30,,,340/604,340/540,,,,15.190525,,20020130781,A1,US-PGPUB,20020130781,,no_file_in_range
checked,,1283,,,,,,,US 20020118220 A1,2002-08-29,23187226,47,System and method for dynamic assistance in software applications using behavior and host application models,G06F9/453,,"Lui, Philip  et al.",,09/989716,2001-11-20,,,715/709,,,,,7.645784,,20020118220,A1,US-PGPUB,20020118220,,no_file_in_range
checked,,1285,,,,,,,US 20070050719 A1,2007-03-01,23187226,46,System and method for dynamic assistance in software applications using behavior and host application models,G06F9/453,,Lui; Philip et al.,,11/387456,2006-03-22,,,715/762,,,,,7.645784,,20070050719,A1,US-PGPUB,20070050719,,no_file_in_range
checked,,1288,,,,,,,US 20020188654 A1,2002-12-12,22808395,12,Real-time multiprocessing computer infrastructure for automated testing,G01M15/00,,"Tedone, Damian J.  et al.","Ford Global Technologies, Inc.",09/938424,2001-08-23,,,709/201,709/224,,,,11.28916,,20020188654,A1,US-PGPUB,20020188654,,no_file_in_range
checked,1,1289,,,,,,,US 20010020429 A1,2001-09-13,3460785,42,Autonomous transport system,B61B13/00;B66B11/0476;B66B9/00,Y02T30/00,"Serrano, Jorge",,09/729631,2000-12-05,,,104/91,105/141,,,,17.812077,,20010020429,A1,US-PGPUB,20010020429,,no_file_in_range
checked,1,1291,,,,,,,US 20010018005 A1,2001-08-30,7937228,6,Robot with a retaining strip which can be placed on a gearbox for fixing control cams,B25J9/101,Y10T403/16,"Karlinger, Stefan",,09/780776,2001-02-09,,,403/11,,,,,15.457535,,20010018005,A1,US-PGPUB,20010018005,,no_file_in_range
